10.3694;11.1920;10.7880;11.1476
11.0923;10.8619;11.1997;10.3561
11.8597;11.8675;10.5053;10.4798
10.4106;11.3068;11.8881;11.4239
11.9504;11.5688;11.1674;11.2642
11.4466;10.4699;10.9521;11.6025
10.8087;10.2114;10.2769;10.6945
10.7882;11.1988;11.2805;11.0126
11.5948;11.9229;10.8891;11.3361
11.8836;11.7084;11.8313;11.9893
10.0100;11.1817;10.1903;10.0787
10.3616;10.5412;11.5604;11.8662
11.9374;10.3855;10.2606;10.3513
11.3779;10.2110;10.2434;10.9223
10.7783;11.8067;11.7080;11.5681
10.2758;11.5094;11.2006;11.7630
10.2824;10.8067;10.6836;11.9107
11.4796;10.2856;11.2495;11.7314
10.3127;11.1310;11.4384;11.4556
11.3624;11.1182;11.2232;11.9991
11.4136;10.0069;10.4237;11.5975
11.0818;11.3372;10.7293;11.6212
10.0373;11.5151;11.7711;10.7109
10.5829;11.5394;11.4815;10.0304
11.3136;11.4951;11.3111;10.0050
10.6040;11.0378;11.2101;10.1622
10.6978;11.9086;11.6775;10.5768
11.1562;11.3003;11.6556;10.9270
10.7048;10.6073;11.9176;10.1672
10.9119;11.9733;11.4792;10.7613
11.9351;10.5710;10.1432;11.3753
11.6164;10.7480;11.7361;10.9681
10.8431;11.9891;11.2621;11.3346
10.7678;11.7347;10.4484;11.1031
11.9567;11.5961;10.8065;10.1397
11.7817;11.1796;10.1512;11.4639
11.1699;10.1034;10.7491;10.8091
11.4060;10.8538;10.0180;11.2537
11.5799;10.6293;11.0790;10.9535
11.8756;11.8238;10.0801;11.8990
10.4001;10.8570;10.1220;10.5297
11.9562;11.1757;11.4458;11.3702
11.1161;10.1481;10.1019;10.9563
10.6665;11.6681;11.2053;10.0387
10.9876;10.0102;11.6763;11.1790
11.2767;11.5735;11.9394;10.7985
11.6404;11.2867;11.7887;11.1396
10.7411;11.3319;11.7589;11.9271
10.4657;11.2450;11.1979;10.9751
11.0937;10.2630;10.6691;11.1501
10.1774;11.5638;10.8150;10.5572
10.4650;10.6829;10.4852;11.3396
10.6108;10.7341;10.1768;11.7834
10.7551;10.6580;10.8350;11.0625
11.2889;10.2750;11.2022;11.7201
11.8957;11.2346;10.7011;10.0032
11.7371;10.0499;11.3485;11.3717
11.2252;10.6374;11.0055;10.8292
10.8192;11.0412;11.2277;11.8608
10.2466;10.5092;11.3626;11.8958
10.8067;11.6482;11.1948;10.9193
10.3494;10.9402;11.8477;11.8134
11.7257;11.2575;11.6522;11.2237
10.0740;10.8521;10.6334;10.0721
11.3516;10.6563;10.2353;10.2087
11.0889;11.4183;10.5497;11.6407
11.8497;10.0514;10.2537;10.0799
10.0664;10.5438;11.4730;10.2345
11.1851;10.2980;10.2777;10.7567
11.5651;11.5177;10.8590;10.2228
11.5145;11.6528;11.2965;10.8967
11.0828;11.4271;10.5938;10.7009
10.6170;10.4640;11.1092;10.8657
11.1384;11.5668;10.5475;11.9645
11.8391;10.5029;11.6878;10.4045
11.1517;11.6285;10.9226;11.5292
10.2161;10.5885;10.8479;10.3972
10.9961;10.5773;10.7892;10.3604
11.6127;10.8065;10.5276;10.2303
11.5249;10.3786;11.6237;10.7121
11.8242;11.9218;10.9693;10.1392
10.1116;10.6817;11.3110;10.1774
10.6735;11.4122;11.6402;10.4137
10.5210;10.4568;10.8655;11.6394
10.5762;11.3262;11.3994;10.3378
10.1407;10.8555;10.7639;10.1665
11.1058;11.6661;10.1608;11.1276
10.7258;10.7082;10.6050;10.8587
10.5861;11.4610;11.9141;11.5088
10.2337;11.6055;11.2836;10.6487
11.2256;11.9433;10.2441;10.9700
11.3058;10.5741;10.7106;11.0712
11.6770;10.1664;10.0716;10.1443
11.8986;11.5163;11.5163;10.9587
11.7495;10.5065;10.2535;11.9902
10.7415;10.1372;10.4426;10.0740
10.9480;11.4366;10.0277;10.2159
10.8022;11.7859;10.2461;11.9083
10.3596;10.3977;10.8483;10.9267
10.5805;10.5074;11.5503;10.6858
11.3554;10.7847;10.8470;11.7014
11.6122;10.1656;10.3346;11.8855
11.3782;10.3576;11.5579;11.3252
11.7706;10.4834;11.8585;10.6326
10.8362;11.2542;11.6226;11.0374
10.8104;11.7992;10.9908;10.4990
11.1169;11.5629;10.7460;10.6418
11.4448;10.1883;11.9849;10.1134
10.6292;11.9168;11.3034;11.0917
11.6245;11.1585;11.4423;10.3979
10.1095;11.4417;10.2395;11.7737
11.5022;10.6928;10.6018;10.2675
10.1305;10.2938;10.6580;11.7381
10.8742;11.0474;11.9240;11.1689
10.6751;11.3748;10.9938;11.8307
10.4435;10.2413;11.0722;11.1608
10.5116;10.2428;11.3649;11.3182
11.1226;10.6061;10.6747;10.6267
11.9571;11.3284;10.0722;10.5785
10.3809;11.3294;11.1472;11.5476
10.7413;11.1777;11.9751;10.7339
10.5414;10.6628;10.3491;11.6627
11.1382;10.7986;10.4270;10.4906
10.2957;10.9995;10.2619;11.3131
10.4348;11.8833;10.6778;10.1856
11.3066;10.0955;10.7416;10.2555
10.6985;11.3466;11.3578;10.5906
11.2864;10.3691;11.6554;11.4360
11.5011;11.4445;11.6889;10.5996
11.4482;10.3695;11.2347;11.3152
11.5332;11.7767;11.5631;11.2692
11.7958;11.4754;11.4698;11.6082
10.9493;10.6989;10.6701;11.3765
10.2071;10.2514;10.0110;11.6085
11.2229;10.2903;10.0855;11.8170
10.3402;11.0652;11.4864;10.6421
10.5537;11.8152;10.6135;11.1985
11.1026;11.5284;10.2821;11.1037
